{ Units, Wavelength Units } SI Nanometers
{ Thickness } 3
{ Conductivity } 0.2
{ IR Transmittance } TIR=0
{ Emissivity, front back } Emis= 0.9 0.04
{ Manufacturer: Roehm }
{ Type: Coated }
{ Coated Side: Back }
{ Material: PMMA }

1965	0.015	0.322	0.899
1969	0.016	0.349	0.900
1974	0.016	0.370	0.900
1979	0.017	0.384	0.900
1983	0.017	0.392	0.901
1988	0.017	0.397	0.901
1992	0.017	0.399	0.901
1997	0.016	0.399	0.902
2002	0.016	0.398	0.902
2006	0.016	0.398	0.902
2011	0.016	0.397	0.903
2016	0.016	0.395	0.903
2020	0.016	0.395	0.903
2025	0.016	0.392	0.903
2029	0.015	0.386	0.904
2034	0.015	0.379	0.904
2039	0.015	0.374	0.904
2043	0.015	0.367	0.905
2048	0.014	0.359	0.905
2052	0.014	0.351	0.905
2057	0.014	0.342	0.906
2062	0.013	0.334	0.906
2066	0.013	0.326	0.906
2071	0.013	0.316	0.906
2075	0.012	0.301	0.907
2080	0.012	0.281	0.907
2085	0.011	0.257	0.907
2089	0.010	0.229	0.908
2094	0.009	0.199	0.908
2098	0.008	0.168	0.908
2103	0.007	0.140	0.908
2108	0.006	0.118	0.909
2112	0.006	0.103	0.909
2117	0.005	0.094	0.909
2122	0.005	0.086	0.909
2126	0.004	0.080	0.910
2131	0.004	0.076	0.910
2135	0.004	0.068	0.910
2140	0.004	0.069	0.910
2145	0.004	0.074	0.911
2149	0.004	0.083	0.911
2154	0.005	0.088	0.911
2158	0.005	0.090	0.911
2163	0.005	0.093	0.911
2168	0.005	0.093	0.912
2172	0.005	0.092	0.912
2177	0.004	0.088	0.912
2181	0.004	0.082	0.912
2186	0.004	0.077	0.912
2191	0.003	0.071	0.913
2195	0.003	0.069	0.913
2200	0.002	0.066	0.913
2205	0.002	0.066	0.913
2209	0.002	0.066	0.913
2214	0.002	0.066	0.914
2218	0.002	0.066	0.914
2223	0.002	0.066	0.914
2228	0.002	0.066	0.914
2232	0.002	0.066	0.914
2237	0.002	0.067	0.915
2241	0.002	0.067	0.915
2246	0.002	0.067	0.915
2251	0.002	0.067	0.915
2255	0.002	0.067	0.915
2260	0.002	0.067	0.915
2264	0.002	0.067	0.916
2269	0.002	0.067	0.916
2274	0.002	0.068	0.916
2278	0.002	0.068	0.916
2283	0.002	0.068	0.916
2287	0.002	0.068	0.917
2292	0.002	0.068	0.917
2297	0.002	0.068	0.917
2301	0.002	0.068	0.917
2306	0.002	0.068	0.917
2311	0.002	0.069	0.917
2315	0.002	0.069	0.918
2320	0.002	0.069	0.918
2324	0.002	0.069	0.918
2329	0.002	0.069	0.918
2334	0.002	0.069	0.918
2338	0.002	0.069	0.918
2343	0.002	0.069	0.919
2347	0.002	0.070	0.919
2352	0.002	0.070	0.919
2357	0.002	0.070	0.919
2361	0.002	0.070	0.919
2366	0.002	0.070	0.919
2370	0.002	0.070	0.920
2375	0.002	0.070	0.920
2380	0.002	0.071	0.920
2384	0.002	0.071	0.920
2389	0.002	0.071	0.920
2393	0.002	0.071	0.920
2398	0.002	0.071	0.920
2403	0.002	0.071	0.921
2407	0.002	0.071	0.921
2412	0.002	0.071	0.921
2417	0.002	0.072	0.921
2421	0.002	0.072	0.921
2426	0.002	0.072	0.921
2430	0.002	0.072	0.921
2435	0.002	0.072	0.922
2440	0.002	0.072	0.922
2444	0.002	0.072	0.922
2449	0.002	0.073	0.922
2453	0.002	0.073	0.922
2458	0.002	0.073	0.922
2463	0.002	0.073	0.922
2467	0.002	0.073	0.922
2472	0.002	0.073	0.923
2476	0.002	0.073	0.923
2481	0.002	0.074	0.923
2486	0.002	0.074	0.923
2490	0.002	0.074	0.923
2495	0.002	0.074	0.923
2499	0.002	0.074	0.923

